17,3,2,40,0.027307581
19,3,2,40,-0.19201005
21,3,3,40,-0.4998678
23,3,3,40,-0.5504364
25,3,3,40,-0.5997968
27,3,3,40,-0.58187026
29,3,3,40,-0.5894043
31,3,4,40,-0.65750754
33,3,4,40,-0.6768209
35,3,4,40,-0.656169
37,3,4,40,-0.61844707
39,3,4,40,-0.55607843
1,1,1,40,0.00027866603
3,1,1,40,0.21738273
5,1,1,40,0.3668389
7,1,1,40,0.44621152
9,1,1,40,0.4802176
11,1,2,40,0.20206149
13,1,2,40,0.20637059
15,1,2,40,0.14433973
17,1,2,40,0.032047912
19,1,2,40,-0.17822807
21,1,3,40,-0.510297
23,1,3,40,-0.54789615
25,1,3,40,-0.5611962
27,1,3,40,-0.5465859
29,1,3,40,-0.5069295
31,1,4,40,-0.5936087
33,1,4,40,-0.63328534
35,1,4,40,-0.6439374
37,1,4,40,-0.6003909
39,1,4,40,-0.562196
1,9,1,50,-0.090711355
3,9,1,50,0.06753468
5,9,1,50,0.14385502
7,9,1,50,0.19082958
9,9,1,50,0.3155958
11,9,2,50,0.4967669
13,9,2,50,0.28825676
15,9,2,50,0.22748798
17,9,2,50,0.13568464
19,9,2,50,-0.017490344
21,9,3,50,-0.59815264
23,9,3,50,-0.63031816
25,9,3,50,-0.6377274
27,9,3,50,-0.6456333
29,9,3,50,-0.67715156
31,9,4,50,-0.66045356
33,9,4,50,-0.60666704
35,9,4,50,-0.58156586
37,9,4,50,-0.5634167
39,9,4,50,-0.55283314
1,7,1,50,-0.079061255
3,7,1,50,0.14465919
5,7,1,50,0.26076916
7,7,1,50,0.32502192
9,7,1,50,0.42276275
11,7,2,50,0.56066775
13,7,2,50,0.43384787
15,7,2,50,0.31737858
17,7,2,50,0.2009235
19,7,2,50,-0.045745146
21,7,3,50,-0.58256143
23,7,3,50,-0.6259471
25,7,3,50,-0.6701949
27,7,3,50,-0.69323134
29,7,3,50,-0.71149886
31,7,4,50,-0.661335
33,7,4,50,-0.6192005
35,7,4,50,-0.6089327
37,7,4,50,-0.5837158
39,7,4,50,-0.5473076
1,5,1,50,-0.09310909
3,5,1,50,0.12428036
5,5,1,50,0.22921948
7,5,1,50,0.33254322
9,5,1,50,0.40899593
11,5,2,50,0.5569188
13,5,2,50,0.44358313
15,5,2,50,0.31246686
17,5,2,50,0.19087687
19,5,2,50,-0.07206192
21,5,3,50,-0.56360906
23,5,3,50,-0.6213555
25,5,3,50,-0.659809
27,5,3,50,-0.6599956
29,5,3,50,-0.6877898
31,5,4,50,-0.64778304
33,5,4,50,-0.6337287
35,5,4,50,-0.6116915
37,5,4,50,-0.56893873
39,5,4,50,-0.51841444
1,3,1,50,-0.12519251
3,3,1,50,0.11046835
5,3,1,50,0.21468343
7,3,1,50,0.32587147
9,3,1,50,0.4011096
11,3,2,50,0.5045157
13,3,2,50,0.39187875
15,3,2,50,0.27404657
17,3,2,50,0.17567605
19,3,2,50,-0.09357892
21,3,3,50,-0.5361233
23,3,3,50,-0.59224063
25,3,3,50,-0.653876
27,3,3,50,-0.6328929
29,3,3,50,-0.63727957
31,3,4,50,-0.58264637
33,3,4,50,-0.6044351
35,3,4,50,-0.58560467
37,3,4,50,-0.5612489
39,3,4,50,-0.5010002
1,1,1,50,-0.08069215
3,1,1,50,0.08658091
5,1,1,50,0.22257945
7,1,1,50,0.29650068
9,1,1,50,0.33678812
11,1,2,50,0.43155235
13,1,2,50,0.38301572
15,1,2,50,0.307594
17,1,2,50,0.17360136
19,1,2,50,-0.08681173
21,1,3,50,-0.5468385
23,1,3,50,-0.58905876
25,1,3,50,-0.6107322
27,1,3,50,-0.6003758
29,1,3,50,-0.5582783
31,1,4,50,-0.51154053
33,1,4,50,-0.5536465
35,1,4,50,-0.57482636
37,1,4,50,-0.5420528
39,1,4,50,-0.50739133
